DetectorID,RoadType,Location
606.2.489,Freeway,CC-215 EB between I-515 SB College On Ramp and Charleston Boulevard
627.1.489,Off-Ramp,I-215 SB Charleston OffRamp between Sunset Road and Durango
597.2.490,Freeway,CC-215 WB between Charleston Boulevard and I-515 SB College On Ramp
651.1.490,Off-Ramp,I-215 NB Far Hills OffRamp between Sunset Road and Durango
606.1.491,Freeway,CC-215 EB between I-515 SB College On Ramp and Charleston Boulevard
628.1.491,On-Ramp,I-215 SB Far Hills OnRamp between Sunset Road and Durango
598.1.492,Freeway,CC-215 WB between I-515 SB College On Ramp and I-515 SB College Off Ramp
653.1.492,Off-Ramp,I-215 NB Summerlin OffRamp between Sunset Road and Durango
370.2.388,Freeway,I-515 SB between Appian Drive and Long Acres Drive
572.1.391,On-Ramp,I-515 SB College Off Ramp between I-515 SB and College Drive
370.3.391,Freeway,I-515 SB between Appian Drive and Long Acres Drive
371.1.392,Freeway,I-515 SB between College Drive and Appian Drive
197.2.69,Off-Ramp,I-515 NB LV Blvd Off-Ramp between I-515 NB and Las Vegas Boulevard
199.1.70,On-Ramp,I-515 NB LV Blvd On-Ramp between Las Vegas Boulevard and I-515 NB
194.1.71,Freeway,I-515 SB between I-515 SB LV Blvd Off-Ramp and I-515 SB LV Blvd On-Ramp
195.1.71,Off-Ramp,I-515 SB LV Blvd Off-Ramp between I-515 SB and Las Vegas Boulevard
163.1.72,Freeway,US-95 NB between US-95 NB Rancho Off-Ramp and US-95 NB Rancho On-Ramp
326.1.72,Freeway,US-95 NB between US-95 NB Rancho On-Ramp and US-95 NB Valley View Off-Ramp
179.2.75,Freeway,I-515 NB between US-95 NB to I-15 SB Ramp and US-95 NB to I-15 NB Ramp
605.2.493,Freeway,CC-215 EB between I-515 SB College Off Ramp and I-515 SB College On Ramp
595.2.482,Freeway,CC-215 WB between I-515 SB to Lake Mead Dr and Sahara Avenue
647.1.482,Off-Ramp,I-215 NB Sahara OffRamp between Tropicana Avenue and Russell Road
608.1.483,Freeway,CC-215 EB between Sahara Avenue and I-515 SB to Lake Mead Dr
624.1.483,On-Ramp,I-215 SB Sahara OnRamp between Flamingo Road and Tropicana Avenue
607.2.484,Freeway,CC-215 EB between Charleston Boulevard and Sahara Avenue
597.1.488,Freeway,CC-215 WB between Charleston Boulevard and I-515 SB College On Ramp
355.2.153,Freeway,I-15 NB between Wigwam Avenue and Serene Avenue
520.2.155,Freeway,I 15 Exp SB between Wigwam Avenue and Pebble
355.3.155,Freeway,I-15 NB between Wigwam Avenue and Serene Avenue
521.1.156,Freeway,I 15 Exp SB between Pebble and Serene Avenue
355.1.156,Freeway,I-15 NB between Wigwam Avenue and Serene Avenue
420.2.160,Freeway,US-95 NB between Ann Road and Rancho Drive
361.1.166,Freeway,I-515 SB between Dell Santos Drive and Viking Road
375.3.166,Freeway,I-515 NB between Viking Road and Dell Santos Drive
203.1.65,Freeway,I-515 NB between I-515 NB Eastern On-Ramp and I-515 NB LV Blvd Off-Ramp
209.1.65,On-Ramp,I-515 NB Eastern On-Ramp between Eastern Avenue and I-515 NB
202.4.66,Freeway,I-515 SB between I-515 SB LV Blvd On-Ramp and I-515 SB Eastern Off-Ramp
205.1.66,Off-Ramp,I-515 SB Eastern Off-Ramp between I-515 SB and Eastern Avenue
203.2.67,Freeway,I-515 NB between I-515 NB Eastern On-Ramp and I-515 NB LV Blvd Off-Ramp
203.4.69,Freeway,I-515 NB between I-515 NB Eastern On-Ramp and I-515 NB LV Blvd Off-Ramp
202.1.69,Freeway,I-515 SB between I-515 SB LV Blvd On-Ramp and I-515 SB Eastern Off-Ramp
524.1.85,Freeway,I-15 NB CD between Oquendo and Sunset Road
528.2.87,Freeway,I-15 SB CD between Clark County 215 and Sunset Road
465.4.88,Freeway,I 15 Exp SB between Patrick Lane and CC-215 WB
39.2.88,Freeway,I-15 NB between I-215 EB to I-15 NB Ramp and I-215 WB to I-15 NB Ramp
38.1.91,Interchange,I-15 NB to I-215 WB Ramp between I-15 NB and CC-215 WB
47.1.92,Interchange,I-15 NB to I-215 EB Ramp between I-15 NB and CC-215 EB
525.1.93,Freeway,I-15 NB CD between Warm Springs Road and Robindale Road
518.2.94,Freeway,I 15 Exp SB between Warm Springs Road and Robindale Road
26.2.98,Freeway,CC-215 EB between I-15 NB to I-215 EB Ramp and Las Vegas Boulevard
429.2.100,Freeway,I-15 SB between 5.71 Miles south of Sloan Road and 4.71 Miles south of Sloan Road
429.3.100,Freeway,I-15 SB between 5.71 Miles south of Sloan Road and 4.71 Miles south of Sloan Road
218.4.173,Freeway,I-515 SB between I-515 SB Charleston On-Ramp and I-15 SB Boulder Off-Ramp
180.2.75,Interchange,US-95 NB to I-15 SB Ramp between I-515 NB and I-15 SB
182.1.75,Interchange,US-95 NB to I-15 NB Ramp between I-515 NB and I-15 NB
520.1.79,Freeway,I 15 Exp SB between Blue Diamond Road and Wigwam Avenue
354.1.79,Freeway,I-15 NB between Robindale Road and Wigwam Avenue
650.1.492,On-Ramp,I-215 NB Far Hills OnRamp between Sunset Road and Durango
644.1.481,On-Ramp,I-215 NB TownCenter OnRamp between Sahara Avenue and I-515 SB to Lake Mead Dr
494.1.544,Interchange,AC SB to 215 WB between AC SB and CC-215 WB
497.1.545,Interchange,AC SB to 215 EB between AC SB and CC-215 EB
25.1.547,Freeway,CC-215 WB between Gilespie Street and Las Vegas Boulevard
638.1.468,On-Ramp,I-215 NB Russell OnRamp between Alexander Road and Cheyenne Avenue
611.2.469,Freeway,CC-215 EB between Tropicana Avenue and Russell Road
617.1.469,Off-Ramp,I-215 SB Russel OffRamp between Cheyenne Avenue and Lake Mead Boulevard
592.2.470,Freeway,CC-215 WB between Russell Road and Tropicana Avenue
641.1.470,Off-Ramp,I-215 NB Tropicana OffRamp between I-515 SB College Off Ramp and I-515 SB College On Ramp
196.2.69,On-Ramp,I-515 SB LV Blvd On-Ramp between Las Vegas Boulevard and I-515 SB
347.1.69,On-Ramp,I-515 SB LV Blvd On-Ramp 3 between Las Vegas Boulevard and I-515 SB
191.1.73,Freeway,I-515 NB between I-515 NB Casino Ctr On-Ramp and US-95 NB to I-15 SB Ramp
190.1.74,Freeway,I-515 SB between I-15 SB to US-95 Ramp and I-515 SB Casino Ctr Off-Ramp
192.2.74,Freeway,I-515 SB between I-515 SB Casino Ctr Off-Ramp and I-515 SB LV Blvd Off-Ramp
625.1.484,Off-Ramp,I-215 SB Sahara OffRamp between Tropicana Avenue and Russell Road
596.1.485,Freeway,CC-215 WB between Sahara Avenue and Charleston Boulevard
646.1.485,On-Ramp,I-215 NB Sahara OnRamp between Flamingo Road and Tropicana Avenue
607.1.486,Freeway,CC-215 EB between Charleston Boulevard and Sahara Avenue
626.1.486,On-Ramp,I-215 SB Charleston OnRamp between Russell Road and Sunset Road
596.2.487,Freeway,CC-215 WB between Sahara Avenue and Charleston Boulevard
649.1.487,Off-Ramp,I-215 NB Charleston OffRamp between Sunset Road and Durango
420.3.160,Freeway,US-95 NB between Ann Road and Rancho Drive
363.2.161,Freeway,I-515 SB between Denning Street and Mountain Vista Street
377.1.162,Freeway,I-515 NB between Mountain Vista Street and Denning Street
375.2.164,Freeway,I-515 NB between Viking Road and Dell Santos Drive
360.3.165,Freeway,I-515 SB between Viking Road and Boulder Highway
202.3.67,Freeway,I-515 SB between I-515 SB LV Blvd On-Ramp and I-515 SB Eastern Off-Ramp
202.2.68,Freeway,I-515 SB between I-515 SB LV Blvd On-Ramp and I-515 SB Eastern Off-Ramp
203.3.68,Freeway,I-515 NB between I-515 NB Eastern On-Ramp and I-515 NB LV Blvd Off-Ramp
34.1.94,Freeway,I-15 NB between I-15 SB to I-215 EB/WB Ramp and I-215 EB to I-15 NB Ramp
26.1.97,Freeway,CC-215 EB between I-15 NB to I-215 EB Ramp and Las Vegas Boulevard
25.2.97,Freeway,CC-215 WB between Gilespie Street and Las Vegas Boulevard
526.2.79,Freeway,I-15 NB CD between Blue Diamond Road and Wigwam Avenue
181.1.80,Freeway,I-515 NB between US-95 NB to I-15 NB Ramp and US-95 NB MLK Blvd Off-Ramp
137.1.80,Freeway,I-15 NB between US-95 NB to I-15 NB Ramp and I-15 NB Wash./D-Street Off-Ramp
126.2.80,Off-Ramp,I-15 NB MLK Blvd Off-Ramp between I-15 NB and Martin Luther King Boulevard
132.1.80,Freeway,I-15 SB between I-15 SB to US-95 Ramp and US-95 NB to I-15 SB Ramp
348.2.151,Freeway,I-15 SB between Wigwam Avenue and Robindale Road
515.1.152,Freeway,I 15 Exp NB between Pebble and Serene Avenue
349.3.152,Freeway,I-15 SB between Serene Avenue and Wigwam Avenue
520.3.153,Freeway,I 15 Exp SB between Pebble and Serene Avenue
328.2.202,Freeway,US-95 NB between US-95 NB Valley View Off-Ramp and US-95 NB Valley View On-Ramp
416.3.216,Freeway,US-95 NB between Half Moon Bay and Lake Mead Boulevard
417.1.216,Freeway,US-95 NB between Cheyenne Avenue and Half Moon Bay
419.2.217,Freeway,US-95 NB between Rancho Drive and Craig Road
374.2.169,Freeway,I-515 NB between Boulder Highway and Viking Road
465.3.83,Freeway,I 15 Exp SB between Patrick Lane and CC-215 WB
48.2.83,Freeway,I-15 NB between I-215 WB to I-15 NB Ramp and I-15 NB Russell Off-Ramp
411.2.222,Freeway,US-95 SB between Rancho Drive and Ann Road
411.3.222,Freeway,US-95 SB between Rancho Drive and Ann Road
365.1.107,Freeway,I-515 SB between Sunset Road and Stephanie Street
570.1.108,Off-Ramp,I-515 SB to Lake Mead Dr between I-515 SB and Frank Sinatra Drive
493.3.121,Freeway,CC-215 WB between Wigwam Ave and Windmill Ln
480.1.121,Freeway,CC-215 EB between Windmill Ln and Wigwam Ave
481.2.194,Freeway,CC-215 EB between McLeod Dr and Pecos Road
492.1.194,Freeway,CC-215 WB between Pecos Road and McLeod Dr
328.1.195,Freeway,US-95 NB between US-95 NB Valley View Off-Ramp and US-95 NB Valley View On-Ramp
162.1.197,Freeway,US-95 SB between US-95 SB Rancho Off-Ramp and US-95 SB Rancho On-Ramp
343.1.199,Freeway,US-95 SB between US-95 SB Jones Off-Ramp and US-95 SB Decatur Off-Ramp
364.2.127,Freeway,I-515 SB between Stephanie Street and Denning Street
413.3.204,Freeway,US-95 NB between Torrey Pines Drive and Meadows Lane
327.1.205,Freeway,US-95 SB between US-95 SB Valley View On-Ramp and US-95 SB Rancho Off-Ramp
405.3.206,Freeway,US-95 SB between Torrey Pines Drive and Rainbow Boulevard
335.2.207,Freeway,US-95 NB between US-95 NB Valley View On-Ramp and US-95 SB Decatur Off-Ramp
409.1.221,Freeway,US-95 SB between Cheyenne Avenue and Craig Road
409.2.221,Freeway,US-95 SB between Cheyenne Avenue and Craig Road
418.2.225,Freeway,US-95 NB between Craig Road and Cheyenne Avenue
408.3.226,Freeway,US-95 SB between Half Moon Bay and Cheyenne Avenue
411.1.229,Freeway,US-95 SB between Rancho Drive and Ann Road
417.2.230,Freeway,US-95 NB between Cheyenne Avenue and Half Moon Bay
417.3.230,Freeway,US-95 NB between Cheyenne Avenue and Half Moon Bay
420.1.231,Freeway,US-95 NB between Ann Road and Rancho Drive
339.2.203,Freeway,US-95 NB between US-95 SB Decatur Off-Ramp and US-95 SB Decatur On-Ramp
344.1.203,Freeway,US-95 NB between US-95 SB Decatur On-Ramp and US-95 SB Jones Off-Ramp
416.1.215,Freeway,US-95 NB between Half Moon Bay and Lake Mead Boulevard
360.1.171,Freeway,I-515 SB between Viking Road and Boulder Highway
222.1.172,Freeway,I-515 NB between Desert Inn Road and Boulder Highway
529.1.81,Freeway,I-15 SB CD between Sunset Road and Oquendo
465.2.82,Freeway,I 15 Exp SB between Oquendo and Patrick Lane
49.1.82,Freeway,I-15 NB between I-15 NB Russell Off-Ramp and I-15 NB Russell On-Ramp
414.3.223,Freeway,US-95 NB between Rainbow Boulevard and Torrey Pines Drive
541.1.100,On-Ramp,I-15 SB Jean On Ramp between Jean and I-15 SB
366.1.103,Freeway,I-515 SB between Warm Springs Road and Sunset Road
513.1.106,Interchange,I-515 SB to I-215 WB OnRamp between I-515 SB and CC-215 WB
326.2.195,Freeway,US-95 NB between US-95 NB Rancho On-Ramp and US-95 NB Valley View Off-Ramp
327.2.205,Freeway,US-95 SB between US-95 SB Valley View On-Ramp and US-95 SB Rancho Off-Ramp
419.3.217,Freeway,US-95 NB between Rancho Drive and Craig Road
408.2.220,Freeway,US-95 SB between Half Moon Bay and Cheyenne Avenue
407.1.226,Freeway,US-95 SB between Lake Mead Boulevard and Half Moon Bay
408.1.227,Freeway,US-95 SB between Half Moon Bay and Cheyenne Avenue
410.3.228,Freeway,US-95 SB between Craig Road and Rancho Drive
480.2.122,Freeway,CC-215 EB between Wigwam Ave and Spencer St
493.2.122,Freeway,CC-215 WB between Spencer St and Wigwam Ave
480.3.123,Freeway,CC-215 EB between Spencer St and Eastern Avenue
493.1.123,Freeway,CC-215 WB between Eastern Avenue and Spencer St
481.1.124,Freeway,CC-215 EB between Eastern Avenue and McLeod Dr
492.2.124,Freeway,CC-215 WB between McLeod Dr and Eastern Avenue
512.1.125,Interchange,I-215 EB to I-515 NB OnRamp between CC-215 EB and I-515 NB
364.3.126,Freeway,I-515 SB between Stephanie Street and Denning Street
362.2.131,Freeway,I-515 SB between Mountain Vista Street and Dell Santos Drive
362.1.132,Freeway,I-515 SB between Mountain Vista Street and Dell Santos Drive
563.1.133,Off-Ramp,I-515 SB Galleria Off Ramp between I-515 SB and Blue Diamond Road
376.1.134,Freeway,I-515 NB between Dell Santos Drive and Mountain Vista Street
526.1.144,Freeway,I-15 NB CD between Blue Diamond Road and Wigwam Avenue
525.3.145,Freeway,I-15 NB CD between Robindale Road and Blue Diamond Road
519.1.145,Freeway,I 15 Exp SB between Robindale Road and Blue Diamond Road
354.3.145,Freeway,I-15 NB between Robindale Road and Wigwam Avenue
516.2.149,Freeway,I 15 Exp NB between Robindale Road and Blue Diamond Road
348.1.149,Freeway,I-15 SB between Wigwam Avenue and Robindale Road
515.3.150,Freeway,I 15 Exp NB between Blue Diamond Road and Wigwam Avenue
413.1.208,Freeway,US-95 NB between Torrey Pines Drive and Meadows Lane
415.1.223,Freeway,US-95 NB between Lake Mead Boulevard and Rainbow Boulevard
416.2.224,Freeway,US-95 NB between Half Moon Bay and Lake Mead Boulevard
334.2.211,Freeway,US-95 SB between US-95 SB Decatur On-Ramp and US-95 SB Valley View Off-Ramp
474.1.211,On-Ramp,US-95 SB Decatur-Valley View CD between Decatur Road and Valley View Boulevard
415.3.215,Freeway,US-95 NB between Lake Mead Boulevard and Rainbow Boulevard
407.2.233,Freeway,US-95 SB between Lake Mead Boulevard and Half Moon Bay
407.3.233,Freeway,US-95 SB between Lake Mead Boulevard and Half Moon Bay
362.3.129,Freeway,I-515 SB between Mountain Vista Street and Dell Santos Drive
378.4.130,Freeway,I-515 NB between Denning Street and Stephanie Street
482.1.236,Freeway,CC-215 EB between Pecos Road and Carnegie Dr
491.2.236,Freeway,CC-215 WB between Carnegie Dr and Pecos Road
161.1.242,Freeway,I-15 SB between Cartier Avenue and I-15 SB  Lake Mead Off-Ramp
160.2.242,Freeway,I-15 NB between I-15 NB  Lake Mead On-Ramp and Cartier Avenue
414.2.209,Freeway,US-95 NB between Rainbow Boulevard and Torrey Pines Drive
169.3.210,Interchange,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
167.2.210,Freeway,US-95 NB between I-15 NB to US-95 NB Ramp and US-95 NB Rancho Off-Ramp
166.1.210,Freeway,US-95 SB between US-95 SB Rancho On-Ramp and US-95 SB to I-15 SB Ramp
337.2.211,Freeway,US-95 SB between US-95 SB Decatur Off-Ramp and US-95 SB Decatur On-Ramp
469.2.251,Off-Ramp,I-15 NB Craig Road Off Ramp between I-15 NB and Craig Road
473.1.252,On-Ramp,I-15 SB Craig WB On-Ramp between Craig Road and I-15 SB
490.2.253,Freeway,CC-215 WB between Grand Legacy Dr and Green Valley Pkwy
483.1.253,Freeway,CC-215 EB between Green Valley Pkwy and Grand Legacy Dr
490.1.254,Freeway,CC-215 WB between Valle Verde Dr and Grand Legacy Dr
483.2.254,Freeway,CC-215 EB between Grand Legacy Dr and Valle Verde Dr
518.3.142,Freeway,I 15 Exp SB between Warm Springs Road and Robindale Road
32.1.142,Freeway,I-15 NB between Blue Diamond Road and I-15 SB to I-215 EB/WB Ramp
525.2.142,Freeway,I-15 NB CD between Warm Springs Road and Robindale Road
519.2.144,Freeway,I 15 Exp SB between Blue Diamond Road and Wigwam Avenue
354.2.144,Freeway,I-15 NB between Robindale Road and Wigwam Avenue
413.2.208,Freeway,US-95 NB between Torrey Pines Drive and Meadows Lane
414.1.209,Freeway,US-95 NB between Rainbow Boulevard and Torrey Pines Drive
415.2.214,Freeway,US-95 NB between Lake Mead Boulevard and Rainbow Boulevard
149.2.240,Freeway,I-15 NB between I-15 SB  Lake Mead Off-Ramp and I-15 NB  Lake Mead On-Ramp
155.1.240,Freeway,I-15 SB between I-15 SB  Lake Mead Off-Ramp and I-15 SB  Lake Mead WB On-Ramp
157.1.240,Off-Ramp,I-15 SB  Lake Mead Off-Ramp between I-15 SB and Lake Mead Boulevard
154.2.240,On-Ramp,I-15 NB  Lake Mead EB On-Ramp between Lake Mead Boulevard and I-15 NB
491.1.237,Freeway,CC-215 WB between Green Valley Pkwy and Carnegie Dr
482.2.237,Freeway,CC-215 EB between Carnegie Dr and Green Valley Pkwy
146.2.238,Freeway,I-15 NB between I-15 NB Washington/D-St On-Ramp and I-15 NB  Lake Mead EB Off-Ramp
155.2.239,Freeway,I-15 SB between I-15 SB  Lake Mead Off-Ramp and I-15 SB  Lake Mead WB On-Ramp
348.3.150,Freeway,I-15 SB between Wigwam Avenue and Robindale Road
516.1.151,Freeway,I 15 Exp NB between Blue Diamond Road and Wigwam Avenue
467.2.246,Off-Ramp,I-15 NB Cheyenne Ave Off Ramp between I-15 NB and Cheyenne Avenue
471.2.246,On-Ramp,I-15 NB Cheyenne Ave On-Ramp between Cheyenne Avenue and I-15 NB
397.1.247,Freeway,I-15 NB between Colton Avenue and Alexander Road
397.2.248,Freeway,I-15 NB between Colton Avenue and Alexander Road
398.1.249,Freeway,I-15 NB between Alexander Road and Craig Road
418.3.234,Freeway,US-95 NB between Craig Road and Cheyenne Avenue
419.1.234,Freeway,US-95 NB between Rancho Drive and Craig Road
410.1.235,Freeway,US-95 SB between Craig Road and Rancho Drive
410.2.235,Freeway,US-95 SB between Craig Road and Rancho Drive
610.1.475,Freeway,CC-215 EB between Flamingo Road and Tropicana Avenue
620.1.475,On-Ramp,I-215 SB Flamingo OnRamp between I-515 SB College On Ramp and Charleston Boulevard
675.3.452,Freeway,CC-215 EB between I-515 SB College On Ramp and I-515 SB College Off Ramp
685.1.452,Off-Ramp,I-215 SB Decatur OffRamp between I-515 SB to Lake Mead Dr and Flamingo Road
80.2.24,Off-Ramp,I-15 SB Flamingo EB Off-Ramp between I-15 SB and Flamingo Road
2.2.267,Freeway,CC-215 EB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp
445.2.347,Freeway,I-15 NB between 5.71 Miles south of Sloan Road and 6.71 Miles south of Sloan Road
568.1.104,Freeway,I-215 WB to I-515 SB ramp between CC-215 WB and I-515 SB
575.3.540,Freeway,I-15 SB between N LV Hwy and Craig Rd
578.1.419,Off-Ramp,I-15 NB Lamb Off Ramp between I-15 NB and Lamb
591.1.464,Freeway,CC-215 WB between Sunset Road and Russell Road
636.1.464,On-Ramp,I-215 NB Sunset OnRamp between Lake Mead Boulevard and Cheyenne Avenue
41.1.95,Freeway,I-15 SB between I-215 WB to I-15 SB Ramp and I-215 EB to I-15 SB Ramp
41.2.140,Freeway,I-15 SB between I-215 WB to I-15 SB Ramp and I-215 EB to I-15 SB Ramp
