DetectorID,RoadType,Location
54.1.14,Off-Ramp,I-15 SB Russell Off-Ramp between I-15 SB and Russell Road
349.1.154,Freeway,I-15 SB between Serene Avenue and Wigwam Avenue
350.3.314,Freeway,I-15 SB between Pyle Avenue and Serene Avenue
124.2.49,Freeway,I-15 NB between I-15 NB to US-95 NB Ramp and I-15 NB to I-215 WB Ramp
134.1.80,Interchange,I-15 SB to US-95 NB & SB Ramp between I-15 SB and US-95 NB
135.1.80,Interchange,I-15 SB to US-95 Ramp between I-15 SB and I-515 SB
72.1.22,Freeway,I-15 NB between I-15 NB Spring Mtn Off-Ramp and I-15 NB Flamingo On-Ramp
74.1.22,On-Ramp,I-15 NB Flamingo On-Ramp between Flamingo Road and I-15 NB
86.1.28,Off-Ramp,I-15 NB Sping Mtn EB Off-Ramp between I-15 NB and Spring Mountain Road
537.1.100,On-Ramp,I-15 NB Jean On Ramp between Jean and I-15 NB
444.2.100,Freeway,I-15 NB between 4.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
422.1.326,Freeway,I-15 SB between Roban Street and Saint Rose Parkway
424.1.332,Freeway,I-15 SB between 0.71 Miles south of Sloan Road and Sloan Road
427.3.341,Freeway,I-15 SB between 3.71 Miles south of Sloan Road and 2.71 Miles south of Sloan Road
430.2.347,Freeway,I-15 SB between 6.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
432.1.77,Freeway,I-15 SB between 8.71 Miles south of Sloan Road and 7.71 Miles south of Sloan Road
432.2.351,Freeway,I-15 SB between 8.71 Miles south of Sloan Road and 7.71 Miles south of Sloan Road
439.3.332,Freeway,I-15 NB between Sloan Road and 0.71 Miles south of Sloan Road
442.1.341,Freeway,I-15 NB between 2.71 Miles south of Sloan Road and 3.71 Miles south of Sloan Road
447.2.351,Freeway,I-15 NB between 7.71 Miles south of Sloan Road and 8.71 Miles south of Sloan Road
447.3.77,Freeway,I-15 NB between 7.71 Miles south of Sloan Road and 8.71 Miles south of Sloan Road
456.3.13,Freeway,I 15 Exp NB between Oquendo and Russell Road
457.1.14,Freeway,I 15 Exp NB between Russell Road and I-15 NB Russell On-Ramp
459.1.22,Freeway,I 15 Exp NB between Flamingo Road and Twain
464.1.18,Freeway,I 15 Exp SB between Tropicana Avenue and Hacienda Avenue
465.1.12,Freeway,I 15 Exp SB between Russell Road and Oquendo
468.2.245,Off-Ramp,I-15 SB Cheyennne Ave Off Ramp between I-15 SB and Cheyenne Avenue
59.1.18,Freeway,I-15 NB between I-15 NB Tropicana Off-Ramp and I-15 NB Tropicana On-Ramp
514.1.140,Freeway,I 15 Exp NB between Serene Avenue and Silverado Ranch
515.2.154,Freeway,I 15 Exp NB between Wigwam Avenue and Pebble
516.3.141,Freeway,I 15 Exp NB between Warm Springs Road and Robindale Road
527.3.141,Freeway,I-15 SB CD between Robindale Road and Warm Springs Road
529.3.14,Freeway,I-15 SB CD between Russell Road and Hacienda Avenue
612.2.465,Freeway,CC-215 EB between Russell Road and Sunset Road
615.1.465,Off-Ramp,I-215 SB Sunset OffRamp between Cheyenne Avenue and Alexander Road
10.1.267,Freeway,CC-215 WB between I-215 EB Decatur Off-Ramp and I-215 EB Decatur On-Ramp
17.2.141,Freeway,I-15 SB between I-215 EB to I-15 SB Ramp and Blue Diamond Road
54.2.14,Off-Ramp,I-15 SB Russell Off-Ramp between I-15 SB and Russell Road
56.1.14,Freeway,I-15 SB between I-15 SB Russell Off-Ramp and I-15 SB Russell On-Ramp
184.1.80,Off-Ramp,US-95 NB MLK Blvd Off-Ramp between I-515 NB and Martin Luther King Boulevard
200.1.39,Freeway,I-515 NB between I-515 NB LV Blvd On-Ramp and I-515 NB Casino Ctr On-Ramp
351.1.315,Freeway,I-15 SB between Erie Avenue and Pyle Avenue
540.1.100,Off-Ramp,I-15 SB Jean Off Ramp between I-15 SB and Jean
425.1.335,Freeway,I-15 SB between 1.71 Miles south of Sloan Road and 0.71 Miles south of Sloan Road
440.1.335,Freeway,I-15 NB between 0.71 Miles south of Sloan Road and 1.71 Miles south of Sloan Road
138.1.53,Freeway,I-15 NB between I-15 NB Wash./D-Street Off-Ramp and I-15 NB Washington/D-St On-Ramp
329.2.198,Freeway,US-95 SB between US-95 SB Valley View Off-Ramp and US-95 SB Valley View On-Ramp
693.1.538,Freeway,I-15 NB between Centennial Parkway and Speedway Boulevard
694.1.538,Off-Ramp,I-15 NB LV Blvd OnRamp between I-15 NB and 1.71 Miles south of Sloan Road
523.2.84,Freeway,I-15 NB CD between Oquendo and Sunset Road
138.2.55,Freeway,I-15 NB between I-15 NB Wash./D-Street Off-Ramp and I-15 NB Washington/D-St On-Ramp
162.2.197,Freeway,US-95 SB between US-95 SB Rancho Off-Ramp and US-95 SB Rancho On-Ramp
434.3.358,Freeway,I-15 SB between 10.71 Miles south of Sloan Road and 9.71 Miles south of Sloan Road
449.1.358,Freeway,I-15 NB between 9.71 Miles south of Sloan Road and 10.71 Miles south of Sloan Road
557.1.128,Off-Ramp,I-515 NB Sunset Off Ramp between I-515 NB and Blue Diamond Road
168.2.196,Freeway,US-95 SB between US-95 SB to I-15 SB Ramp and US-95 SB to I-15 NB Ramp
171.1.196,Interchange,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
514.2.158,Freeway,I 15 Exp NB between Serene Avenue and Silverado Ranch
390.3.249,Freeway,I-15 SB between Craig Road and Alexander Road
535.1.157,Off-Ramp,Silverado Ranch between I-15 SB and Silverado Ranch
350.1.158,Freeway,I-15 SB between Pyle Avenue and Serene Avenue
148.2.58,Freeway,I-15 NB between I-15 NB  Lake Mead EB Off-Ramp and I-15 NB Lake Mead WB Off-Ramp
150.2.58,Off-Ramp,I-15 NB Lake Mead WB Off-Ramp between I-15 NB and Lake Mead Boulevard
377.1.296,Freeway,I-515 NB between Mountain Vista Street and Denning Street
389.2.247,Freeway,I-15 SB between Alexander Road and Colton Avenue
142.1.55,Freeway,I-15 SB between I-15 SB Washington Off-Ramp and I-15 SB Washington On-Ramp
472.2.250,On-Ramp,I-15 SB Craig EB On-Ramp between Craig Road and I-15 SB
388.2.244,Freeway,I-15 SB between Colton Avenue and Cartier Avenue
470.2.244,On-Ramp,I-15 SB Cheyenne Ave On-Ramp between Cheyenne Avenue and I-15 SB
390.2.250,Freeway,I-15 SB between Craig Road and Alexander Road
147.2.56,Freeway,I-15 SB between I-15 SB Lake Mead EB On-Ramp and I-15 SB Washington Off-Ramp
3.727.494,On-Ramp,I-215 EB Decatur On-Ramp between  and 
3.729.493,On-Ramp,I-215 EB Decatur On-Ramp between  and 
659.1.723,Freeway,CC-215 WB between Sunset Road and Russell Road
659.2.724,Freeway,CC-215 WB between Sunset Road and Russell Road
660.1.725,Freeway,CC-215 WB between Russell Road and Tropicana Avenue
667.1.729,Freeway,CC-215 EB between I-515 SB College Off Ramp and Lake Mead Boulevard
668.1.727,Freeway,CC-215 EB between Lake Mead Boulevard and Cheyenne Avenue
669.2.726,Freeway,CC-215 EB between Cheyenne Avenue and Alexander Road
405.3.548,Freeway,US-95 SB between Torrey Pines Drive and Rainbow Boulevard
658.2.549,Freeway,CC-215 WB between Durango and Sunset Road
659.1.550,Freeway,CC-215 WB between Sunset Road and Russell Road
659.2.551,Freeway,CC-215 WB between Sunset Road and Russell Road
660.1.552,Freeway,CC-215 WB between Russell Road and Tropicana Avenue
667.1.556,Freeway,CC-215 EB between I-515 SB College Off Ramp and Lake Mead Boulevard
668.1.554,Freeway,CC-215 EB between Lake Mead Boulevard and Cheyenne Avenue
668.2.555,Freeway,CC-215 EB between Lake Mead Boulevard and Cheyenne Avenue
669.2.553,Freeway,CC-215 EB between Cheyenne Avenue and Alexander Road
2.721.453,Freeway,CC-215 EB between  and 
2.723.455,Freeway,CC-215 EB between  and 
5.739.460,Freeway,CC-215 EB between  and 
705.1.728,Freeway,I-11 SB between US-95 and Buchanan Blvd
712.4.728,Freeway,I-11 NB between Buchanan Blvd and US-95
705.2.729,Freeway,I-11 SB between US-95 and Buchanan Blvd
705.3.730,Freeway,I-11 SB between US-95 and Buchanan Blvd
705.4.731,Freeway,I-11 SB between US-95 and Buchanan Blvd
712.3.729,Freeway,I-11 NB between Buchanan Blvd and US-95
2.731.553,Freeway,CC-215 EB between  and 
706.1.732,Freeway,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
706.2.733,Freeway,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
706.3.734,Freeway,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
706.4.735,Freeway,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
706.5.736,Freeway,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
707.1.737,Freeway,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
707.2.738,Freeway,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
707.3.739,Freeway,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
707.4.740,Freeway,I-11 SB between Buchanan Blvd and Hoover Dam Bridge Int/93
710.2.740,Freeway,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
710.3.739,Freeway,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
710.4.738,Freeway,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
710.5.737,Freeway,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
711.1.736,Freeway,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
711.2.735,Freeway,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
711.3.734,Freeway,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
711.4.733,Freeway,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
711.5.732,Freeway,I-11 NB between Hoover Dam Bridge Int/93 and Buchanan Blvd
712.1.731,Freeway,I-11 NB between Buchanan Blvd and US-95
712.2.730,Freeway,I-11 NB between Buchanan Blvd and US-95
159.2.57,On-Ramp,I-15 SB  Lake Mead EB On-Ramp between Lake Mead Boulevard and I-15 SB
139.2.53,Off-Ramp,I-15 NB Wash./D-Street Off-Ramp between I-15 NB and D Street
528.1.96,Freeway,I-15 SB CD between Warm Springs Road and Clark County 215
528.3.76,Freeway,I-15 SB CD between Sunset Road and Oquendo
488.1.258,Freeway,CC-215 WB between Gibson Rd and Drawback St
485.2.258,Freeway,CC-215 EB between Drawback St and Gibson Rd
444.1.100,Freeway,I-15 NB between 4.71 Miles south of Sloan Road and 5.71 Miles south of Sloan Road
536.1.100,Off-Ramp,I-15 NB Jean Off Ramp between I-15 NB and Jean
61.1.18,Off-Ramp,I-15 NB Tropicana On-Ramp between I-15 NB and Tropicana Avenue
61.2.18,Off-Ramp,I-15 NB Tropicana On-Ramp between I-15 NB and Tropicana Avenue
213.1.59,Off-Ramp,I-515 SB Charleston Off-Ramp between I-515 SB and Charleston Boulevard
9.3.2,Freeway,CC-215 WB between I-15 SB to I-215 WB/EB Ramp and I-215 WB Decatur Off-Ramp
11.1.2,Off-Ramp,I-215 WB Decatur Off-Ramp between CC-215 WB and Decatur Road
727.1.741,On-Ramp,I-11 NB Bridge US 93 On Ramp between I-11 NB and Hoover Dam Bridge Int/93
716.1.729,Off-Ramp,I-11 NB US 95 Off Ramp between I-11 NB and US-95
719.1.729,On-Ramp,I-11 SB US 95 On Ramp between I-11 SB and US-95
728.2.742,Off-Ramp,I-11 SB Bridge US 93 Off Ramp between I-11 SB and Hoover Dam Bridge Int/93
702.1.721,Freeway,I-11 SB between Paradise Hills Dr and US-93
702.2.723,Freeway,I-11 SB between Paradise Hills Dr and US-93
702.3.726,Freeway,I-11 SB between Paradise Hills Dr and US-93
702.3.723,Freeway,I-11 SB between Paradise Hills Dr and US-93
703.1.725,Freeway,I-11 SB between US-93 and Silverline Rd
715.1.724,Freeway,I-11 NB between US-93 and Paradise Hills Dr
715.2.722,Freeway,I-11 NB between US-93 and Paradise Hills Dr
714.2.726,Freeway,I-11 NB between Silverline Rd and US-93
702.2.721,Freeway,I-11 SB between Paradise Hills Dr and US-93
715.3.722,Freeway,I-11 NB between US-93 and Paradise Hills Dr
658.2.549,Freeway,CC-215 WB between I-215 NB Alexander and Lone Mtn
659.1.550,Freeway,CC-215 WB between I-215 NB Lone Mtn and Ann Road
659.2.551,Freeway,CC-215 WB between I-215 NB Lone Mtn and Ann Road
667.1.556,Freeway,CC-215 EB between I-215 SB Lone Mtn and Alexander Road
668.1.554,Freeway,CC-215 EB between I-215 SB Ann Rd and Lone Mtn
668.2.555,Freeway,CC-215 EB between I-215 SB Ann Rd and Lone Mtn
730.1.745,Freeway,US-93 NB between US-93 NB and US-95 NB
733.1.747,Freeway,US-93 SB at I-11 SB Ramp between I-11 SB and US-93 SB at I-11 SB Ramp
738.1.745,On-Ramp,US-93 NB at US 95 NB On Ramp between US-93 NB at US 95 NB On Ramp and US-93 NB
715.1.725,Freeway,I-11 NB between US-93 and Paradise Hills Dr
715.2.724,Freeway,I-11 NB between US-93 and Paradise Hills Dr
734.1.746,Freeway,US-93 NB at I-11 NB Ramp between US-93 NB at I-11 NB Ramp and I-11 NB
733.2.747,Freeway,US-93 SB at I-11 SB Ramp between I-11 SB and US-93 SB at I-11 SB Ramp
704.1.727,Freeway,I-11 SB between Silverline Rd and US-95
713.2.727,Freeway,I-11 NB between US-95 and Silverline Rd
717.2.727,On-Ramp,I-11 NB US 95 On Ramp between I-11 NB and US-95
718.2.727,Off-Ramp,I-11 SB US 95 Off Ramp between I-11 SB and US-95
731.2.744,Freeway,US-93 SB between US-93 SB and US-95 SB
737.2.744,Off-Ramp,US-93 SB at US 95 SB Off Ramp between US-93 SB and US-93 SB at US 95 SB Off Ramp
2.749.727,Freeway,CC-215 EB between  and 
3.725.516,On-Ramp,I-215 EB Decatur On-Ramp between I-15 SB and 
702.3.724,Freeway,I-11 SB between Paradise Hills Dr and US-93
703.1.726,Freeway,I-11 SB between US-93 and Silverline Rd
714.2.725,Freeway,I-11 NB between Silverline Rd and US-93
715.1.748,Freeway,I-11 NB between US-93 and Paradise Hills Dr
733.1.749,Freeway,US-93 SB at I-11 SB Ramp between I-11 SB and US-93 SB at I-11 SB Ramp
734.2.723,Freeway,US-93 NB at I-11 NB Ramp between US-93 NB at I-11 NB Ramp and I-11 NB
720.2.725,Off-Ramp,I-11 NB US 93 Off Ramp between I-11 NB and RR Pass Off Ramp
1.555.738,Off-Ramp,I-215 EB Decatur Off-Ramp between  and 
1.556.735,Off-Ramp,I-215 EB Decatur Off-Ramp between  and 
740.1.549,Off-Ramp,I-215 NB Lone Mtn Off Ramp between I-215 NB Lone Mtn Off Ramp and I-215 NB
744.1.553,Off-Ramp,I-215 SB Ann Off Ramp between I-215 SB Ann Off Ramp and I-215 SB
745.2.554,On-Ramp,I-215 SB Ann On Ramp between I-215 SB Ann On Ramp and I-215 SB
23.1.8,Interchange,I-215 WB/I-15 NB between CC-215 WB and I-15 NB
23.2.8,Interchange,I-215 WB/I-15 NB between CC-215 WB and I-15 NB
30.2.8,Interchange,I-215 EB to I-15 NB Ramp between CC-215 EB and I-15 NB
39.1.8,Freeway,I-15 NB between I-215 EB to I-15 NB Ramp and I-215 WB to I-15 NB Ramp
524.3.8,Freeway,I-15 NB CD between Clark County 215 and Warm Springs Road
741.2.550,On-Ramp,I-215 NB Lone Mtn On Ramp between I-215 NB Lone Mtn On Ramp and I-215 NB
427.1.339,Freeway,I-15 SB between 3.71 Miles south of Sloan Road and 2.71 Miles south of Sloan Road
442.3.339,Freeway,I-15 NB between 2.71 Miles south of Sloan Road and 3.71 Miles south of Sloan Road
743.2.552,On-Ramp,I-215 NB Ann On Ramp between I-215 NB Ann On Ramp and I-215 NB
746.1.555,Off-Ramp,I-215 SB Lone Mtn Off Ramp between I-215 SB Lone Mtn Off Ramp and I-215 SB
747.2.556,On-Ramp,I-215 SB Lone Mtn On Ramp between I-215 SB Lone Mtn On Ramp and I-215 SB
732.2.728,On-Ramp,I-11 NB US 95 NB On Ramp between US-95 NB and I-11 NB US 95 NB On Ramp
127.1.531,Interchange,I-15 NB to US-95 NB Ramp between I-15 NB and US-95 NB
167.1.531,Freeway,US-95 NB between I-15 NB to US-95 NB Ramp and US-95 NB Rancho Off-Ramp
198.1.70,Freeway,I-515 NB between I-515 NB LV Blvd Off-Ramp and I-515 NB LV Blvd On-Ramp
129.2.751,Interchange,I-15 NB to US-95 SB Ramp between I-15 NB and I-515 SB
174.1.752,Interchange,US-95 SB to I-15 NB Ramp between I-515 SB and I-15 NB
190.1.750,Freeway,I-515 SB between I-15 SB to US-95 Ramp and I-515 SB Casino Ctr Off-Ramp
190.2.74,Freeway,I-515 SB between I-15 SB to US-95 Ramp and I-515 SB Casino Ctr Off-Ramp
190.3.74,Freeway,I-515 SB between I-15 SB to US-95 Ramp and I-515 SB Casino Ctr Off-Ramp
168.1.196,Freeway,US-95 SB between US-95 SB to I-15 SB Ramp and US-95 SB to I-15 NB Ramp
168.2.532,Freeway,US-95 SB between US-95 SB to I-15 SB Ramp and US-95 SB to I-15 NB Ramp
167.1.753,Freeway,US-95 NB between I-15 NB to US-95 NB Ramp and US-95 NB Rancho Off-Ramp
167.2.754,Freeway,US-95 NB between I-15 NB to US-95 NB Ramp and US-95 NB Rancho Off-Ramp
101.1.755,On-Ramp,I-15 NB Sahara On-Ramp between Sahara Avenue and I-15 NB
110.1.756,Freeway,I-15 NB between I-15 NB Sahara On-Ramp and I-15 NB Charleston EB Off-Ramp
114.2.757,Off-Ramp,I-15 NB Charleston Off-Ramp between I-15 NB and Charleston Boulevard
110.2.41,Freeway,I-15 NB between I-15 NB Sahara On-Ramp and I-15 NB Charleston EB Off-Ramp
122.1.758,Freeway,I-15 NB between I-15 NB Charleston On-Ramp and I-15 NB to US-95 NB Ramp
127.2.531,Interchange,I-15 NB to US-95 NB Ramp between I-15 NB and US-95 NB
136.1.47,Freeway,I-15 SB between US-95 NB to I-15 SB Ramp and US-95 SB to I-15 SB Ramp
136.2.762,Freeway,I-15 SB between US-95 NB to I-15 SB Ramp and US-95 SB to I-15 SB Ramp
170.2.761,On-Ramp,I-15 SB MLK/Charleston On-Ramp between Martin Luther King Boulevard and I-15 SB
171.3.761,Interchange,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
78.1.773,Freeway,I-15 SB between I-15 SB Flamingo On-Ramp and I-15 SB Tropicana Off-Ramp
102.1.769,Freeway,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp
102.2.771,Freeway,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp
102.3.37,Freeway,I-15 SB between I-15 SB Sahara Off-Ramp and I-15 SB Sahara On-Ramp
103.1.770,Off-Ramp,I-15 SB Sahara WB Off-Ramp between I-15 SB and Sahara Avenue
109.2.772,On-Ramp,I-15 SB Boulder Off-Ramp between Sahara Avenue and I-15 SB
117.2.766,Freeway,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp
117.3.767,Freeway,I-15 SB between I-15 SB MLK/Charleston Off-Ramp and I-15 SB MLK/Charleston On-Ramp
118.2.763,Off-Ramp,I-15 SB MLK/Charleston Off-Ramp between I-15 SB and Martin Luther King Boulevard
121.1.765,On-Ramp,I-15 SB MLK Blvd On-Ramp between Martin Luther King Boulevard and I-15 SB
121.2.43,On-Ramp,I-15 SB MLK Blvd On-Ramp between Martin Luther King Boulevard and I-15 SB
121.3.768,On-Ramp,I-15 SB MLK Blvd On-Ramp between Martin Luther King Boulevard and I-15 SB
171.1.761,Interchange,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
171.4.763,Interchange,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
129.1.760,Interchange,I-15 NB to US-95 SB Ramp between I-15 NB and I-515 SB
171.2.764,Interchange,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
171.3.541,Interchange,US-95 SB to I-15 SB Ramp between US-95 SB and I-15 SB
69.3.776,Freeway,I-15 SB between I-15 SB Tropicana On-Ramp and I-15 SB Russell Off-Ramp
70.1.775,Freeway,I-15 NB between I-15 NB Tropicana On-Ramp and I-15 NB Flamingo EB Off-Ramp
126.1.759,Off-Ramp,I-15 NB MLK Blvd Off-Ramp between I-15 NB and Martin Luther King Boulevard
127.1.759,Interchange,I-15 NB to US-95 NB Ramp between I-15 NB and US-95 NB
748.1.777,On-Ramp,I-15 SB Pinto On Ramp between I-15 SB Pinto On Ramp and I-15 SB
749.1.201,On-Ramp,US-95 NB MLK On Ramp between US-95 NB MLK On Ramp and US-95 NB
